,价格（￥）,名称,sku
1092,￥67.50,【5盒装】[施美力健] 苯磺酸左氨氯地平片2.5mg*28片/盒,100079520292
1093,￥37.00,息斯敏氯雷他定片12片过敏药皮肤瘙痒荨麻疹专用药过敏止痒断根湿疹皮炎抗组胺药缓解皮肤瘙痒红肿鼻炎鼻塞,100004915792
1094,￥10.80,[达力新] 头孢呋辛酯片0.25g*12片/盒,100047288177
1095,￥84.00,洛芙联苯苄唑溶液喷雾剂60ml*3盒治疗脚气药止痒脱皮烂脚丫真菌感染止痒脚气喷剂脚臭喷雾联苯卡唑喷雾剂,100056361074
1096,￥267.00,[理洫王（LI XU WANG）] 血塞通软胶囊0.33g*120粒/盒 3盒装,100062263725
1097,￥22.50,[康缘] 腰痹通胶囊0.42g*30粒/盒,100020217112
1098,￥9.00,仁和 氧氟沙星凝胶 10g:50mg*15g/支 ,6237139
1099,￥45.00,[柏美星] 百蕊颗粒5g*4袋/盒,100042760032
1100,￥130.00,[杰士邦] 枸橼酸西地那非片25mg*15片/盒,100058140631
1101,￥34.10,[碑林] 金嗓利咽胶囊0.4g*18粒/盒,100005562096
1102,￥36.80,明必欣 过氧苯甲酰凝胶 5%（15g：0.75g）*30g/支  痤疮 ,8748761
1103,￥389.00,达霏欣 米诺地尔酊搽剂5%浓度60ml*3瓶疗程装米诺地尔凝胶生发液喷雾治疗脱发斑秃育发,100027803875
1104,￥21.60,[亚邦] 盐酸普萘洛尔片10mg*100片/瓶,100047199107
1105,￥9.80,博大 橘红颗粒 11g*10袋 /盒胸闷口干化痰止咳清肺痰热痰多色黄黏稠,100022333784
1106,￥138.00,"
北京同仁堂黄精中药材泡水喝九蒸九晒九制黄精干片黄晶泡茶泡酒九华山熟黄精制男性滋补养生茶营养品 实发3瓶",10091449139546
1107,￥7.30,[悉君宁] 坎地沙坦酯片4mg*14片/盒,4959778
1108,￥5.00,[美大康] 利巴韦林片 0.1g*20片/盒,100075312345
1109,￥13.90,济安堂 蛇胆川贝液10ml*10支咳嗽药儿童成人感冒嗓子痒干咳嗽止咳化痰祛痰喉咙痰多粘痰咳不出来特效小儿糖浆,100075150629
1110,￥49.00,"
香港宝芝林 腰椎间盘突出专用i药腰椎冷敷凝胶压迫坐骨神经膏贴颈肩部位型腰肌劳损远红外喷剂",100081998278
1111,￥29.00,"
藏百年 腰肌劳损膏贴1盒装（10贴）腰椎间盘突出关节骨伤腰酸疼痛僵硬特傚腰间盘突出专用100%膏贴药止痛贴",100082948997
1112,￥9.90,盖舒泰   碳酸钙片   0.75g*48片  用于预防和治疗钙缺乏症,100067503062
1113,￥13.90,[雷氏] 上海雷允上六神丸10粒*6支/板/盒,4885257
1114,￥16.60,艾洛松 糠酸莫米松乳膏  0.1%（5g：5mg）*5g 适用于湿疹、神经性皮炎、异位性皮炎及皮肤瘙痒症,100010958564
1115,￥28.00,神威 夜宁颗粒 20克*10袋安神养心用于神经衰弱，头昏失眠，血虚多梦不含褪黑素改善睡眠睡不着健忘,100020235938
1116,￥14.00,白云山 陈李济壮腰健肾丸 35g 风湿骨痛壮腰健肾祛风湿,2943796
1117,￥33.50,[众生] 复方血栓通胶囊0.5g*60粒/盒,100007987747
1118,￥8.00,全泰 肤痒颗粒9g*9袋/盒祛风活血除湿止痒用于皮肤瘙痒病荨麻疹,100019482538
1119,￥118.00,"
北同御贡 北京同 仁堂耳道炎耵聍耳鸣中耳炎专用配耳康贴药听力下降神经性耳聋滴耳液耳朵流脓痒痛1盒装",100048699312
1120,￥74.00,[小爱丸] 盐酸达泊西汀片 30mg*18片/盒,100077593924
1121,￥28.50,[扶他林] 双氯芬酸钠缓释片75mg*10片/盒,4704403
1122,￥8.80,[华南牌] 利巴韦林片0.1g*24片/盒,100011384480
1123,￥35.90,诺通 通窍鼻炎片 12片*6板/盒 散风固表 宣肺通窍 慢性鼻炎 过敏性鼻炎 鼻窦炎,100023197009
1124,￥48.00,[伟哥] 盐酸达泊西汀片30mg*3片/盒,100038207923
1125,￥395.00,云南白药三七极细粉260g*2盒装 礼盒装 散瘀止血 消肿定痛 外伤出血 跌扑肿痛,5185255
1126,￥83.00,咪喹莫特乳膏0.25g:12.5mg*8袋/盒,100062958831
1127,￥19.80,葵花药业 胃康灵胶囊 0.4g*24粒 胃脘疼痛 嗳气泛酸  慢性胃炎 胃药,3360974
1128,￥49.00,21金维他 多维元素片(21) 60片 用于预防和治疗因维生素与矿物质缺乏所引起的各种疾病,3032949
1129,￥118.00,"
同仁堂 北京同仁堂前列腺贴  前列腺炎特傚男性慢性前列腺炎增生肥大专用膏贴药监 三盒装  ",100045460163
1130,￥73.80,[好护士] 尪痹片0.5g*48片/盒 2盒装,100011092775
1131,￥69.00,"
民间郎中苗癣王顽固牛皮癣专用皮肤瘙痒银屑药皮炎股癣特湿疹膏病效牛皮藓大腿内侧止瘙痒膏根手足头鲜癣立净",100059747496
1132,￥21.00,[葛泰] 地奥司明片0.45g*20片/盒,4791258
1133,￥18.80,宝珠牌 枸橼酸喷托维林片 25mg*100片 干咳无痰止咳药久咳长期咳嗽咳,100040794885
1134,￥179.00,[必利劲] 盐酸达泊西汀片30mg*3片/盒,100011470492
1135,￥73.50,南同四海南京同仁堂 真酸枣仁【超高品质 拒绝假货】炒熟酸枣仁中药材 山酸枣核助力改善酸枣仁睡眠茶,100027224394
1136,￥49.00,"
广济珍药健百瑞龟 头炎专用包皮炎药红点念珠菌喷雾剂医用白垢异味阴囊潮湿瘙痒高锰酸钾溶液男士私处护理液",100061500229
1137,￥69.80,硬核医生 硝酸咪康唑溶液 2%*50ml*2盒  脚气喷剂 药止痒脱皮烂脚丫水泡糜烂,100058007357
1138,￥10.00,[立效] 小活络丸3g*10丸/盒,100011604577
1139,￥79.00,达霏欣 米诺地尔搽剂60ml：3g 30ml用于治疗男性型秃发及斑秃,100012989088
1140,￥120.00,[维吾尔] 伊木萨克片0.5g*6片/盒,3752621
1141,￥76.00,硬核医生阿达帕林凝胶17g*3支优惠装 第三代维A酸乳膏国药准字祛痘药膏治疗粉刺痤疮青春痘闭口酒渣鼻,100031148916
1142,￥13.00,悦康志德 甘草片 100g/瓶  中药饮片 补脾益气 清热解毒 祛痰止咳 缓急止痛 调和诸药,100033660529
1143,￥15.00,汝立康 抗病毒胶囊 0.3g*12粒*3板 清热祛湿 凉血解毒 风热感冒 上呼吸道感染 流感,100076087953
1144,￥8.20,张恒春 香砂六君丸 200丸,100010755236
1145,￥76.00,亿活 布拉氏酵母菌散0.25g*10袋 成人婴幼儿益生菌腹泻止泻拉肚子药肠胃炎大人肠胃调理菌群失调增强免疫力,100053642164
1146,￥177.00,999 消痔软膏2.5g*6支/盒*2盒 痔疮专用药 红肿疼痛 肛周瘙痒 内外痔混合痔 便秘便血痔疮膏,100055701449
1147,￥9.00,特一 羧甲司坦片 50片 支气管哮喘慢性咳痰困难支气管炎咳嗽痰液粘稠,100037182504
1148,￥11.00,益品 谷维素片10mg*100片 神经官能症 经前期紧张综合征,100012520629
1149,￥15.00,好医生 桑姜感冒胶囊0.25g*24粒 散风清热 祛寒止咳感冒 咳嗽 头痛 咽喉肿痛,100028827126
1150,￥11.90,苏中药业 氯雷他定颗粒 5mg*12袋/盒,100063321750
1151,￥9.90,特伶 生发片 0.35g*36片 滋补肝肾  益气养血  生发乌发 用于肝肾不足气血亏虚所致的头发早白 脱落,8774618
1152,￥38.00,[天士力] 芪参益气滴丸0.5g*15袋/盒,5424903
1153,￥41.00,"
【官方店】熊i胆护肝贴马膏腰椎贴肚子大脂肪肝火心火旺盛湿气重口苦口臭药房同款陈真",100099033428
1154,￥19.80,佛慈 防风通圣丸(浓缩丸)200丸 解表通里清热解毒  荨麻疹湿疹,100011114922
1155,￥29.90,[爱力劲] 他达拉非片5mg*7片/盒,100018011908
1156,￥39.00,"
 北京同仁堂怡福寿甘草片中药含片配复方干草片甘草片炙甘草正宗润含片 ",100040861854
1157,￥56.00,[逸青] 糠酸莫米松鼻喷雾剂50μg*60喷*2瓶/盒,100053016230
1158,￥3.90,[恒健] 汞溴红溶液2%*20ml/盒,100035364890
1159,￥6.00,张恒春 知柏地黄丸（浓缩丸） 200丸 滋阴降火潮热盗汗口干咽痛耳鸣遗精,2932457
1160,￥15.00,川石 硫软膏10%*20g 硫磺软膏疥疮乳膏脂溢性皮炎面部头癣慢性湿疹阴虱螨虫叮咬氧化锌硫软膏皮肤用药,100026941329
1161,￥38.00,[羚锐] 培元通脑胶囊0.6g*27粒/盒,4730691
1162,￥10.90,联邦倍克克林霉素磷酸酯凝胶10g寻常痤痤疮去痘痘青春痘祛痘药膏,100013801902
1163,￥138.00,广誉远 定坤丹（水蜜丸）7g*3瓶 滋补气血 调经舒郁 用于月经不调、行经腹痛,100011816914
1164,￥29.90,瓦屋山药业 熟地黄 250g  药典标准 补血滋阴 益精填髓 月经不调 肝肾阴虚 腰膝酸软 盗汗遗精 须发早白,100058726773
1165,￥99.00,力克雷戒烟尼古丁咀嚼胶4mg*30片薄荷味口香糖戒烟糖非喷雾戒烟贴用于缓解尼古丁戒断引起不适症状强生制药,100002132032
1166,￥4.50,恒健 维生素C片100片 成人儿童药用vc片维生素c粉剂otc牌国药准字含片搭配药品维生素c咀嚼片R,100000023500
1167,￥6.50,恒健 复合维生素B片 100片 预防和治疗B族维生素缺乏 营养不良厌食,8260042
1168,￥6.50,双鲸维生素E软胶囊100mg*60粒/盒不孕症辅助治疗发育迟缓,100044993335
1169,￥8.80,丽芙 风油精12ml*1盒 清凉止痛驱风止痒蚊虫叮咬头晕晕车感冒头痛,100054942988
1170,￥78.80￥77.20,海露 玻璃酸钠滴眼液 0.1%*10ml 干眼症缓解干眼症状,100018478182
1171,￥44.00,撒隆巴斯（SALONPAS）日本久光复方水杨酸甲酯薄荷醇贴剂 6.5cm*4.2cm*40贴/盒  跌打扭伤关节痛,100012950078
1172,￥12.50,[普利] 盐酸左氧氟沙星胶囊0.1g*36粒/盒,100067538196
1173,￥58.90, 有时力 他达拉非片 20mg*2片*4板,100066873792
1174,￥15.50,白云山 清开灵胶囊 0.25g*12粒*2板 清热解毒 镇静安神 咽喉肿痛 上呼吸道感染 病毒感冒 急性咽炎 ,3121037
1175,￥28.80￥24.90,[澳能] 卤米松乳膏1g:0.5mg*15g/盒,100006509813
1176,￥39.00,"
思恩腾瑞贝安 男士私处草本护理液喷雾免洗抑菌净味私处去垢清洁改善异味瘙痒事前事后呵护龟i头",100028094702
1177,￥99.00,"
协和京品痛风特傚降i尿酸止·痛冷敷凝胶药监备案结晶去除手脚指关节畸形消肿专用喷剂 1盒装",100079964826
1178,￥17.50,梁介福斧标驱风油28ml鼻塞肌肉酸痛蚊虫叮咬跌打损伤皮炎新加坡,100015895954
1179,￥49.00,"
雷恩贝晕车贴膏儿童百药堂防晕车神器晕船晕机膏呕吐恶心成人晕车膏不含药物 10g",100048908404
1180,￥29.98,"
颈椎部位型冷敷凝胶搭颈椎病专用特i效膏贴药颈椎喷雾剂脖子酸痛肿胀僵硬富贵包成人外用颈椎肩颈喷剂宝鹊堂 颈椎部位型冷敷凝胶【买二送一，三...",10088748145268
1181,￥89.00,"
香港大药房 牙龈萎缩专用牙膏牙科分离剂牙周炎牙肿痛牙齿松动固齿牙龈修复出血牙结石护牙敏感牙釉质损伤",100088836672
1182,￥10.90,白云山 穿心莲片80片 清热解毒 凉血 消肿 感冒 发热 咽喉肿痛 口舌生疮,3367094
1183,￥24.90,金口馨 复方氯己定含漱液 300ml*3盒 牙龈炎冠周炎口腔黏膜溃疡 牙龈出血 牙周脓肿 漱口水,100032185226
1184,￥40.00,"
怡福寿北京同仁堂四物汤膏桃红四物汤口服液四物汤补气血中药材补血养颜四物汤颗粒冲剂130g",100091155143
1185,￥12.39,"
海氏海诺倍适威 一次性换药包 镊子纱布片碘伏棉球换药盒护理垫单清创包医用家用护理包急救包无菌应急包",100050702415
1186,￥39.90,"
太守堂 玉肌散加强版350克 倪海厦去斑中药面膜加强版玉肌散面膜粉玉容散玉竹洗脸药材洗面奶原料",100068434299
1187,￥6.40,速笑 豆克 复方珍珠暗疮片 0.3g*36片 粉刺 湿疮 粉刺疙瘩 痤疮,100012924890
1188,￥45.00,"
北京同仁堂桂枝汤桂枝中药白芍桂枝甘草干姜大枣组合桂枝汤冲剂原料组合可搭葛根汤",100065058803
1189,￥85.00￥79.00,明之欣他克莫司软膏0.1%*10g/支,5244836
1190,￥120.06,济心堂HPV凝胶高低危HPV病毒感染抗干扰素卡波姆药专用妇科阻菌凝胶妇科用炎症药宫颈炎辅助护理,100050885332
1191,￥119.00,"
 修正药业医用卡波姆痔疮冷敷凝胶痔疮专用的药痔疮膏痔根去断肉球神器正肛品内外痔混合痔肛门瘙痒",100047608244
1192,￥51.00,胡庆余堂 无比山药丸9g*6袋 健脾补肾脾肾两虚食少肌瘦腰膝酸软目眩耳鸣,3056599
1193,￥6.80,哈药  四季感冒胶囊  0.35g*20粒,100096976548
1194,￥89.80,[依叶] 马来酸依那普利叶酸片10mg:0.4mg*28片/盒,100023979714
1195,￥35.90,[可乐必妥] 左氧氟沙星片0.5g*4片/盒,4201264
1196,￥25.00,[华南牌] 吡嗪酰胺片0.25g*100片/瓶,100029123132
1197,￥9.50,正清 热炎宁颗粒 4g*6袋 清热解毒  风热感冒发热咽喉肿痛 咽干咳嗽痰黄 急性咽炎急性支气管炎,100068419628
1198,￥308.00,拜耳爱乐维叶酸 复合维生素100片 用于妊娠期和哺乳期妇女对维生素矿物质和微量元素的额外需求,100006067505
1199,￥15.90,马应龙麝香痔疮栓1.5g*6粒/盒 痔疮膏栓去肉球 肛裂 肛门瘙痒 消炎 太宁 止血止痛 内痔 外痔 痣疮药,2917977
1200,￥6.90,华南牌 维生素B1片100片神经炎 消化不良 脚气病老人成人儿童维生素B族,100006357985
1201,￥25.00,[欣然] 硝苯地平控释片30mg*12片/盒,4418829
1202,￥3.00,恒健 风油精 9ml,100051489992
1203,￥18.00,"
佑膳元 沙棘原浆300ml（30*10袋）青海高海拔鲜果鲜榨富含VC满满维C便携 节日年货礼盒新年礼物送礼品父母长辈",100085366156
1204,￥17.80,宁泌泰胶囊0.38g*24粒/盒,4148196
1205,￥19.90,丽芙 盐酸西替利嗪片10mg*18片/盒 季节性鼻炎 常年过敏性鼻炎 鼻炎特效专用药过敏性结膜炎荨麻疹皮肤瘙痒,100054607966
1206,￥11.50,贝奇灵 硝苯地平缓释片(Ⅱ) 20mg*60片,100039772137
1207,￥5.90,[三精] 人工牛黄甲硝唑胶囊0.2g:5mg*20粒/盒,100058131062
1208,￥49.90,"
同仁堂山楂鸡内金咀嚼片可配儿童调i理肠胃消积食脾胃消化不良成人小儿100片",100091617895
1209,￥69.00,"
【专研男性问题】夫密码前列腺炎特傚专用效药前列腺贴男性慢性前列腺炎增生肥大早l泄夜尿频尿急消炎l药穴位贴三盒装",100093654704
1210,￥19.80,泰华堂 银翘解毒颗粒15g*10袋 用于风热感冒 发热头痛咳嗽口干咽喉疼痛,100013964090
1211,￥14.00,腾药 五子衍宗丸 6克*12袋 补肾益精肾虚精亏阳痿早泄不育遗精腰痛尿后余沥 补益用药,4686776
1212,￥68.00,修正 三宝胶囊0.3g*10粒*4板 益肾填精养心安神 肾精亏虚心血不足阳痿遗精腰痠腿软心悸失眠,100076387252
1213,￥8.90,澳迩新 一清颗粒 7.5g*12袋 清热泻火解毒化瘀凉血止血用于火毒血热所致的身热烦躁目赤口疮咽喉牙龈肿痛大结,100010708475
1214,￥67.90,帮卡欣 艾司奥美拉唑镁肠溶片 20mg*7片/板*5板/盒,100068724798
1215,￥8.00,德济 咽炎片 0.25g*15片*3板 养阴润肺清热解毒清利咽喉镇咳止痒 用于慢性咽炎引起咽干咽痒刺激性咳嗽,100019411917
1216,￥16.00,同仁堂 地榆槐角丸 30g 疏风凉血 泻热润燥 用于脏腑实热、大肠火盛所致痔疮、湿热便秘、肛门肿痛,6648481
1217,￥49.90,莎普爱思 苄达赖氨酸滴眼液 0.3ml:1.5mg*0.3ml*15支 用于早期老年性白内障,100034159160
1218,￥49.00,"
尾崎制药治内外痔疮药专用痔疮膏肉球去医用卡波姆凝胶特有效痔根斷去混合肉球神器便秘瘙痒根消肛痔疮栓凝胶",100075913057
1219,￥15.00,安瑞克 布洛芬颗粒0.2g*10袋 缓解轻至中度疼痛 头痛 关节痛 偏头痛 牙痛 痛经或普通感冒 流行性感冒,100007206473
1220,￥26.50,易坦静 盐酸氨溴索口服溶液3mg/ml*120ml 支气管炎 用于急、慢性支气管炎引起的痰液粘稠,100001325297
1221,￥18.50,云南白药四季感冒片0.36g*12片*2板清热解表风寒感冒引起的发热头痛鼻流清涕咳嗽口干咽喉疼痛恶心厌食,3201166
1222,￥149.30,达克宁盐酸特比萘芬喷雾剂60ml+酮康唑乳膏20g+硝酸咪康唑散40g脚气药止痒脱皮烂脚丫真菌感染止痒,100014878325
1223,￥15.90,中新 谷维素片 100片 神经官能症 经前期紧张综合征 更年期综合症 镇静助眠,100011158814
1224,￥15.00,嘉应 金菊五花茶颗粒 10g*20袋 清热利湿 凉血解毒 清肝明目,8275474
1225,￥25.00,羚锐 通络祛痛膏6贴 活血通络 消肿止痛 用于腰部膝部骨性关节炎 颈椎病 颈项疼痛 肩臂疼痛 膏药贴,2812199
1226,￥25.90,德众 鼻炎康片 0.37克/片*96片/瓶 清热解毒 消肿止痛 用于风邪蕴肺所致的急 慢性鼻炎 过敏性鼻炎,100064127958
1227,￥10.50,香雪 板蓝根颗粒10克*20袋清热解毒 凉血利咽 肺胃热盛 咽喉肿痛 口咽干燥 急性扁桃体炎,100006244173
1228,￥11.00,[今辰] 氯化钾缓释片0.5g*24片/盒,100023842099
1229,￥22.50,马应龙麝香痔疮膏4克*6支/盒 湿热瘀阻 痔疮 肛裂 大便出血 疼痛 下坠感 肛周湿疹,3013511
1230,￥11.00,[独一味] 独一味胶囊0.3g*24粒/盒,100010933611
1231,￥14.00,[999] 壮骨关节丸6g*10袋/盒,3717509
1232,￥19.00,[同仁堂] 柏子养心丸60g/盒,3792041
1233,￥29.00,来益天然维生素E软胶囊心脑血管60粒习惯性流产辅助治疗不孕症,100022008719
1234,￥9.80,艾丽奥利司他胶囊60mg*6粒  用于肥胖或体重超重患者,100023699460
1235,￥13.80,小葵花盐酸氨溴索口服溶液10ml*10支/盒 急慢性支气管炎引起的痰液粘稠咳痰困难,8480995
1236,￥29.80,[全安] 安胃疡胶囊0.2g*36粒/盒,8033257
1237,￥7.50,[真侗言] 洛索洛芬钠片60mg*20片/盒,100025960454
1238,￥158.00,青丝几何 米诺地尔酊搽剂5%浓度56ml/瓶生发液生发凝胶喷雾治疗脱发斑秃育发脱发白发药品,100091076869
1239,￥5.50,九连山 清火栀麦片0.2g*30片 清热解毒凉血消肿  咽喉肿痛发热牙痛,100073083763
1240,￥25.00,九芝堂 归脾丸(浓缩丸)360丸 益气健脾 养血安神 头晕心悸 ,4327818
1241,￥45.00,扬子江 蓝芩口服液 10ml*6支/盒 用于急性咽炎肺胃实热证所致的咽痛咽干咽部灼热 清热解毒 利咽消肿,100037786652
1242,￥38.00,[震元] 制霉素片50万IU*100片/瓶,100007745991
1243,￥9.40,东北制药维生素B6片10mg*30片*3板,100058752165
1244,￥29.00,[步长] 稳心颗粒5g*9袋/盒,4498550
1245,￥16.80,喜辽妥 甲硝唑凝胶0.75%*20g 炎症性丘疹 脓疱疮 酒渣鼻红斑,100043187070
1246,￥35.00,[千威] 枸橼酸西地那非片50mg*7片/盒,100016198140
1247,￥20.00,赛乐欣 阿奇霉素分散片0.25g*12片,100072782553
1248,￥108.00,6盒装敖东安神补脑液每支装10毫升*10支 生精补髓 益气养血 强脑安神 头晕乏力健忘失眠神经衰弱,100055246772
1249,￥27.80,利君二维葡磷钙咀嚼片 400片 儿童 孕妇及哺乳期妇女钙质的补充,100047751889
1250,￥35.00,"
南同四海南京同仁堂 太子参 贵州太子参 可磨太子参粉儿童孩儿参煲汤泡水",100076048259
1251,￥23.00,佛慈 清气化痰丸(浓缩丸)200丸 咳嗽痰多清肺化痰黄稠胸脘满闷止咳药化痰药,100010274951
1252,￥96.00,"
鹊医世家【58味】泡酒药材男性专用滋补养生久肾泡酒料配方灵芝十全大肾人参玛卡中药材组合滋补养生泡酒料",100078306373
1253,￥6.50,[青帝] 阿莫西林胶囊0.5g*20粒/盒,100025935527
1254,￥23.00,北京同仁堂生脉饮10ml*10支  益气养阴生津 用于气阴两亏 心悸气短 自汗,2918132
1255,￥3.00,[珍棒] 阿莫西林胶囊 0.25g*10粒/板*2板/盒,100075367260
1256,￥49.80,[爱廷玖] 盐酸达泊西汀片30mg*4片/盒,100009433611
1257,￥3.50,恒健 麝香祛风湿油 10ml 驱风活血 镇痛消肿 用于风湿痛筋骨痛关节痛腰腿酸痛以及跌打肿痛,100003541181
1258,￥29.90,"
和道家 五指毛桃250g 五指毛桃根五爪龙可做中药煲汤料 五指毛桃汤料包原材料炖汤泡水香浓中小根",100089715338
1259,￥58.00,[九芝堂] 天麻钩藤颗粒 5g*12袋/盒,100103020824
1260,￥9.60,[恒帝] 强力脑心康胶囊0.3g*30粒/盒,100026342727
1261,￥9.70,恒健 水杨酸苯酚贴膏 6片/盒*1盒 用于鸡眼,8702984
1262,￥46.00,[欧开] 七叶皂苷钠片30mg*12片/盒 2盒装,100064508469
1263,￥100.00,[安必丁(ANPATINA)] 双醋瑞因胶囊50mg*30粒/盒,3759877
1264,￥2.00,[京新] 盐酸环丙沙星胶囊0.25g*10粒/盒,100015546421
1265,￥48.00,奥泰灵 盐酸氨基葡萄糖胶囊 0.75g*20粒 治疗和预防全身所有部位的骨关节炎 缓解消除骨关节炎疼痛、肿胀等,100075370524
1266,￥53.00,善存多维元素片(29) 30片成人复合维生素d叶酸 vc维生素E含钙锌维生素B族男女维生素C烟酰胺,100011240216
1267,￥16.00,陈李济 壮腰健肾丸5.6g*10丸  壮腰健肾 养血 祛风湿 肾亏腰痛 膝软无力 小便频数 风湿骨痛 神经衰弱,3361062
1268,￥37.00,[银欣可] 银杏酮酯分散片0.15g*12片/盒,100018946110
1269,￥63.00,仲景 【3盒装】五子衍宗丸60g/瓶补肾益精 肾虚精亏所致的阳痿不育 遗精早泄 腰痛 尿后余沥,100066726312
1270,￥138.80,达克宁盐酸特比萘芬喷雾剂60ml+酮康唑乳膏15g+硝酸咪康唑散40g脚气药止痒脱皮烂脚丫真菌感染止痒,100027458080
1271,￥5.90,金归 环吡酮胺乳膏 1%*20g 浅部皮肤真菌感染,100016646366
1272,￥71.00,千金 妇科千金片126片*2瓶 慢性盆腔炎带下病带下量多小腹疼痛妇科用药,3546638
1273,￥29.90,"
【药房升级同款】医用唇炎药唇膏专用慢性唇炎嘴唇干裂脱皮口角炎嘴巴嘴角开裂儿童修复润唇膏搭配三草油唇膏润护敷料",100080680701
1274,￥12.90,可孚 无菌凝胶阴道给药器10支独立包装一次性软膏胶囊栓剂药片妇科私处肛门给药推送器塞药助推器带刻度3g,100036836959
1275,￥22.00,药王孙真人 桂附地黄丸(浓缩丸)240丸补肾壮阳补肾强身肾阳虚的药肾虚尿频尿急小便次数多男女性非处方中药,100021207688
1276,￥9.00,[知恩] 滑膜炎片0.5g*24片/盒,4507515
1277,￥29.80,药信济人 疏风解毒胶囊 0.52g*12粒*2板/盒 急性上呼吸道感染 发热 恶风 咽痛 头痛 鼻塞 流浊涕 咳嗽,100048405197
1278,￥8.80,[常药] 瑞舒伐他汀钙片10mg*14片/盒,100014308245
1279,￥17.90,[九惠药业]安胃疡胶囊 0.2g*24粒,100076391252
1280,￥8.50,[新亚闵行] 头孢拉定胶囊0.25g*24粒/盒,100066135461
1281,￥8.50,天士力 柴胡舒肝丸 7g*10袋,100065978308
1282,￥49.00,[晴瑞欣] 利伐沙班片10mg*7片/盒,100025148258
1283,￥15.00,[小爱丸] 他达拉非片 20mg*3片/板/盒,100077669678
1284,￥99.00,"
聚修堂 肉苁蓉锁阳淫羊藿枸杞组合550克泡水泡茶料 泡酒药材",100014807596
1285,￥16.60,艾洛松糠酸莫米松乳膏 0.1%（5g：5mg）*5克/支用于湿疹神经性皮炎异位性皮炎皮肤瘙痒,4092625
1286,￥89.00,"
日本久卜制药 颈椎病特傚喷雾剂药冷敷凝胶搭颈椎病专用膏贴药脖子肿胀酸麻肩颈疼痛僵硬富贵包颈椎部位型 1盒装",100075743544
1287,￥98.00,劲戈（JINGE）枸橼酸西地那非片 25mg*10片/盒,100074192872
1288,￥59.00,"
【日本监制】灰指甲特殊效发黄增厚药变黑空灰甲净根亮治真菌感染专用盒冰醋酸甲沟炎脚趾脱甲可搭阿莫罗芬搽剂凤仙花抑菌溶液",100090986277
1289,￥9.00,轰克维A酸乳膏15g：3.75mg*15g/支 寻常痤疮及角化异常性疾病,2943564
1290,￥20.00,马应龙 克霉唑栓0.15g*14粒 念珠菌性妇科炎症药豆腐渣白带异常外阴阴道炎霉菌性消炎止痒,100092572765
1291,￥9.90,千年健 夏桑菊颗粒 10g*20袋 清肝明目疏风散热除湿痹解疮毒 本 风热感冒 头痛头晕耳鸣咽喉肿痛,100071885379
1292,￥89.00,"
日本久卜制药 腰椎部位型冷敷凝胶100%腰间盘突出专用搭膏贴药关节酸麻肿胀腰酸背痛腰肌劳损喷雾剂 1盒【推荐3盒一疗程】",100072214878
1293,￥39.90,[神威] 滑膜炎胶囊0.5g*18粒/盒,100064291153
1294,￥59.00,南洋 理通麝香祛痛气雾剂84ml 活血化瘀跌打损伤消肿止痛,100020493354
1295,￥44.00,【5盒装】[万邦医药] 替米沙坦片40mg*24片/盒,100079516054
1296,￥49.00,速力菲 琥珀酸亚铁片0.1g*45片 适用于缺铁性贫血的预防和治疗,100038660067
1297,￥32.90,正大 补脑丸 200丸 滋补精血 安神镇惊,6971585
1298,￥25.00,"
同芙 山药片200g 焦作怀山药 山药干无硫熏煲汤料礼品",100044829578
1299,￥68.00,"
脚医生甲卫士4ml灰指甲专用护理盒护理液增厚专用山药监备特傚液抑菌液",100029895291
1300,￥19.80￥17.90,修正 环吡酮胺乳膏1%（20克：0.2克）*15g皮肤真菌感染 体癣股癣手足癣花斑癣甲癣皮肤念珠菌,100091872110
1301,￥19.00,川石 克霉唑乳膏1%*10g*2盒 皮炎湿疹真菌感染去脚皮止痒手足干裂甲沟炎念珠菌性阴道炎外阴用药大药房,100066608102
1302,￥24.80,丽芙维a酸乳膏10g*2盒祛痘印修复淡化痘印痘坑修复祛痘药膏凝胶祛斑改善黑色素鸡皮肤去黑头闭口粉刺,100044256654
1303,￥180.00,[神经妥乐平] 牛痘疫苗接种家兔炎症皮肤提取物片4IU*30片/盒,100005885391
1304,￥69.00,源药师 养胃舒片0.45g*12片滋阴养胃 用于慢性胃炎胃脘灼热 ,100059464332
1305,￥7.90,美匠师阿达帕林凝胶15g/盒第三代维a酸乳膏去闭口粉刺痤疮祛痘药膏青春痘丘疹脓疱淡化痘印痘坑暗疮皮肤用药,100043304330
1306,￥9.80,江中 利活 乳酸菌素片32片益生菌（成人儿童通用） 肠胃消化用药 便秘药 拉肚子 腹泻 肠炎 调理肠胃,100011386806
1307,￥93.00,亮甲 复方聚维酮碘搽剂3ml/瓶/盒*2,100051258240
1308,￥35.00,丽珠 抗病毒非口服液颗粒9g*12袋 流感感冒药抗病毒鼻塞流鼻涕治感冒咳嗽咽喉痛退烧药 上呼吸道感染中成药甲流型流感,100013294414
1309,￥59.00,"
祖医堂牙科分离剂李时珍官方直售牙结石牙敏感牙肿痛出血牙齿松动固齿溶解龋齿改善牙周炎护牙小银管脱敏 牙科1盒装牙膏修复牙龈萎1缩口臭专用...",10094449986107
